bytes,jafont,lead_hex,slot_hex,slot_decimal,row_1based,column_1based,unicode,char,source_glyph,notes
C4 37,jafont_11.tex,C4,37,55,4,8,U+B985,릅,hangulfont_3.tex.png:F7,exact ff7K(PC).tbl byte position
C4 38,jafont_11.tex,C4,38,56,4,9,U+B987,릇,hangulfont_3.tex.png:F8,exact ff7K(PC).tbl byte position
C4 39,jafont_11.tex,C4,39,57,4,10,U+B989,릉,hangulfont_3.tex.png:F9,exact ff7K(PC).tbl byte position
C4 3A,jafont_11.tex,C4,3A,58,4,11,U+B98A,릊,hangulfont_3.tex.png:FA,exact ff7K(PC).tbl byte position
C4 3B,jafont_11.tex,C4,3B,59,4,12,U+B98D,릍,hangulfont_3.tex.png:FB,exact ff7K(PC).tbl byte position
C4 3C,jafont_11.tex,C4,3C,60,4,13,U+B98E,릎,hangulfont_3.tex.png:FC,exact ff7K(PC).tbl byte position
C4 3D,jafont_11.tex,C4,3D,61,4,14,U+B9AC,리,hangulfont_3.tex.png:FD,exact ff7K(PC).tbl byte position
C4 3E,jafont_11.tex,C4,3E,62,4,15,U+B9AD,릭,hangulfont_3.tex.png:FE,exact ff7K(PC).tbl byte position
C4 3F,jafont_11.tex,C4,3F,63,4,16,U+B9B0,린,hangulfont_3.tex.png:FF,exact ff7K(PC).tbl byte position
C4 40,jafont_11.tex,C4,40,64,5,1,U+B9B4,릴,hangulfont_4.tex.png:00,exact ff7K(PC).tbl byte position
C4 41,jafont_11.tex,C4,41,65,5,2,U+B9BC,림,hangulfont_4.tex.png:01,exact ff7K(PC).tbl byte position
C4 42,jafont_11.tex,C4,42,66,5,3,U+B9BD,립,hangulfont_4.tex.png:02,exact ff7K(PC).tbl byte position
C4 43,jafont_11.tex,C4,43,67,5,4,U+B9BF,릿,hangulfont_4.tex.png:03,exact ff7K(PC).tbl byte position
C4 44,jafont_11.tex,C4,44,68,5,5,U+B9C1,링,hangulfont_4.tex.png:04,exact ff7K(PC).tbl byte position
C4 45,jafont_11.tex,C4,45,69,5,6,U+B9C8,마,hangulfont_4.tex.png:05,exact ff7K(PC).tbl byte position
C4 46,jafont_11.tex,C4,46,70,5,7,U+B9C9,막,hangulfont_4.tex.png:06,exact ff7K(PC).tbl byte position
C4 47,jafont_11.tex,C4,47,71,5,8,U+B9CC,만,hangulfont_4.tex.png:07,exact ff7K(PC).tbl byte position
C4 48,jafont_11.tex,C4,48,72,5,9,U+B9CE,많,hangulfont_4.tex.png:08,exact ff7K(PC).tbl byte position
C4 4A,jafont_11.tex,C4,4A,74,5,11,U+B9CF,맏,hangulfont_4.tex.png:09,exact ff7K(PC).tbl byte position
C4 4B,jafont_11.tex,C4,4B,75,5,12,U+B9D0,말,hangulfont_4.tex.png:0A,exact ff7K(PC).tbl byte position
C4 4C,jafont_11.tex,C4,4C,76,5,13,U+B9D1,맑,hangulfont_4.tex.png:0B,exact ff7K(PC).tbl byte position
C4 4D,jafont_11.tex,C4,4D,77,5,14,U+B9D2,맒,hangulfont_4.tex.png:0C,exact ff7K(PC).tbl byte position
C4 4E,jafont_11.tex,C4,4E,78,5,15,U+B9D8,맘,hangulfont_4.tex.png:0D,exact ff7K(PC).tbl byte position
C4 4F,jafont_11.tex,C4,4F,79,5,16,U+B9D9,맙,hangulfont_4.tex.png:0E,exact ff7K(PC).tbl byte position
C4 50,jafont_11.tex,C4,50,80,6,1,U+B9DB,맛,hangulfont_4.tex.png:0F,exact ff7K(PC).tbl byte position
C4 51,jafont_11.tex,C4,51,81,6,2,U+B9DD,망,hangulfont_4.tex.png:10,exact ff7K(PC).tbl byte position
C4 52,jafont_11.tex,C4,52,82,6,3,U+B9DE,맞,hangulfont_4.tex.png:11,exact ff7K(PC).tbl byte position
C4 53,jafont_11.tex,C4,53,83,6,4,U+B9E1,맡,hangulfont_4.tex.png:12,exact ff7K(PC).tbl byte position
C4 54,jafont_11.tex,C4,54,84,6,5,U+B9E3,맣,hangulfont_4.tex.png:13,exact ff7K(PC).tbl byte position
C4 55,jafont_11.tex,C4,55,85,6,6,U+B9E4,매,hangulfont_4.tex.png:14,exact ff7K(PC).tbl byte position
C4 56,jafont_11.tex,C4,56,86,6,7,U+B9E5,맥,hangulfont_4.tex.png:15,exact ff7K(PC).tbl byte position
C4 57,jafont_11.tex,C4,57,87,6,8,U+B9E8,맨,hangulfont_4.tex.png:16,exact ff7K(PC).tbl byte position
C4 58,jafont_11.tex,C4,58,88,6,9,U+B9EC,맬,hangulfont_4.tex.png:17,exact ff7K(PC).tbl byte position
C4 59,jafont_11.tex,C4,59,89,6,10,U+B9F4,맴,hangulfont_4.tex.png:18,exact ff7K(PC).tbl byte position
C4 5A,jafont_11.tex,C4,5A,90,6,11,U+B9F5,맵,hangulfont_4.tex.png:19,exact ff7K(PC).tbl byte position
C4 5B,jafont_11.tex,C4,5B,91,6,12,U+B9F7,맷,hangulfont_4.tex.png:1A,exact ff7K(PC).tbl byte position
C4 5C,jafont_11.tex,C4,5C,92,6,13,U+B9F8,맸,hangulfont_4.tex.png:1B,exact ff7K(PC).tbl byte position
C4 5D,jafont_11.tex,C4,5D,93,6,14,U+B9F9,맹,hangulfont_4.tex.png:1C,exact ff7K(PC).tbl byte position
C4 5F,jafont_11.tex,C4,5F,95,6,16,U+B9FA,맺,hangulfont_4.tex.png:1D,exact ff7K(PC).tbl byte position
C4 60,jafont_11.tex,C4,60,96,7,1,U+BA00,먀,hangulfont_4.tex.png:1E,exact ff7K(PC).tbl byte position
C4 61,jafont_11.tex,C4,61,97,7,2,U+BA01,먁,hangulfont_4.tex.png:1F,exact ff7K(PC).tbl byte position
C4 62,jafont_11.tex,C4,62,98,7,3,U+BA08,먈,hangulfont_4.tex.png:20,exact ff7K(PC).tbl byte position
C4 63,jafont_11.tex,C4,63,99,7,4,U+BA15,먕,hangulfont_4.tex.png:21,exact ff7K(PC).tbl byte position
C4 64,jafont_11.tex,C4,64,100,7,5,U+BA38,머,hangulfont_4.tex.png:22,exact ff7K(PC).tbl byte position
C4 65,jafont_11.tex,C4,65,101,7,6,U+BA39,먹,hangulfont_4.tex.png:23,exact ff7K(PC).tbl byte position
C4 66,jafont_11.tex,C4,66,102,7,7,U+BA3C,먼,hangulfont_4.tex.png:24,exact ff7K(PC).tbl byte position
C4 67,jafont_11.tex,C4,67,103,7,8,U+BA40,멀,hangulfont_4.tex.png:25,exact ff7K(PC).tbl byte position
C4 68,jafont_11.tex,C4,68,104,7,9,U+BA42,멂,hangulfont_4.tex.png:26,exact ff7K(PC).tbl byte position
C4 69,jafont_11.tex,C4,69,105,7,10,U+BA48,멈,hangulfont_4.tex.png:27,exact ff7K(PC).tbl byte position
C4 6A,jafont_11.tex,C4,6A,106,7,11,U+BA49,멉,hangulfont_4.tex.png:28,exact ff7K(PC).tbl byte position
C4 6B,jafont_11.tex,C4,6B,107,7,12,U+BA4B,멋,hangulfont_4.tex.png:29,exact ff7K(PC).tbl byte position
C4 6C,jafont_11.tex,C4,6C,108,7,13,U+BA4D,멍,hangulfont_4.tex.png:2A,exact ff7K(PC).tbl byte position
C4 6D,jafont_11.tex,C4,6D,109,7,14,U+BA4E,멎,hangulfont_4.tex.png:2B,exact ff7K(PC).tbl byte position
C4 6E,jafont_11.tex,C4,6E,110,7,15,U+BA53,멓,hangulfont_4.tex.png:2C,exact ff7K(PC).tbl byte position
C4 6F,jafont_11.tex,C4,6F,111,7,16,U+BA54,메,hangulfont_4.tex.png:2D,exact ff7K(PC).tbl byte position
C4 70,jafont_11.tex,C4,70,112,8,1,U+BA55,멕,hangulfont_4.tex.png:2E,exact ff7K(PC).tbl byte position
C4 71,jafont_11.tex,C4,71,113,8,2,U+BA58,멘,hangulfont_4.tex.png:2F,exact ff7K(PC).tbl byte position
C4 72,jafont_11.tex,C4,72,114,8,3,U+BA5C,멜,hangulfont_4.tex.png:30,exact ff7K(PC).tbl byte position
C4 74,jafont_11.tex,C4,74,116,8,5,U+BA64,멤,hangulfont_4.tex.png:31,exact ff7K(PC).tbl byte position
C4 75,jafont_11.tex,C4,75,117,8,6,U+BA65,멥,hangulfont_4.tex.png:32,exact ff7K(PC).tbl byte position
C4 76,jafont_11.tex,C4,76,118,8,7,U+BA67,멧,hangulfont_4.tex.png:33,exact ff7K(PC).tbl byte position
C4 77,jafont_11.tex,C4,77,119,8,8,U+BA68,멨,hangulfont_4.tex.png:34,exact ff7K(PC).tbl byte position
C4 78,jafont_11.tex,C4,78,120,8,9,U+BA69,멩,hangulfont_4.tex.png:35,exact ff7K(PC).tbl byte position
C4 79,jafont_11.tex,C4,79,121,8,10,U+BA70,며,hangulfont_4.tex.png:36,exact ff7K(PC).tbl byte position
C4 7A,jafont_11.tex,C4,7A,122,8,11,U+BA71,멱,hangulfont_4.tex.png:37,exact ff7K(PC).tbl byte position
C4 7B,jafont_11.tex,C4,7B,123,8,12,U+BA74,면,hangulfont_4.tex.png:38,exact ff7K(PC).tbl byte position
C4 7C,jafont_11.tex,C4,7C,124,8,13,U+BA78,멸,hangulfont_4.tex.png:39,exact ff7K(PC).tbl byte position
C4 7D,jafont_11.tex,C4,7D,125,8,14,U+BA83,몃,hangulfont_4.tex.png:3A,exact ff7K(PC).tbl byte position
C4 7E,jafont_11.tex,C4,7E,126,8,15,U+BA84,몄,hangulfont_4.tex.png:3B,exact ff7K(PC).tbl byte position
C4 7F,jafont_11.tex,C4,7F,127,8,16,U+BA85,명,hangulfont_4.tex.png:3C,exact ff7K(PC).tbl byte position
C4 80,jafont_11.tex,C4,80,128,9,1,U+BA87,몇,hangulfont_4.tex.png:3D,exact ff7K(PC).tbl byte position
C4 81,jafont_11.tex,C4,81,129,9,2,U+BA8C,몌,hangulfont_4.tex.png:3E,exact ff7K(PC).tbl byte position
C4 82,jafont_11.tex,C4,82,130,9,3,U+BAA8,모,hangulfont_4.tex.png:3F,exact ff7K(PC).tbl byte position
C4 83,jafont_11.tex,C4,83,131,9,4,U+BAA9,목,hangulfont_4.tex.png:40,exact ff7K(PC).tbl byte position
C4 84,jafont_11.tex,C4,84,132,9,5,U+BAAB,몫,hangulfont_4.tex.png:41,exact ff7K(PC).tbl byte position
C4 85,jafont_11.tex,C4,85,133,9,6,U+BAAC,몬,hangulfont_4.tex.png:42,exact ff7K(PC).tbl byte position
C4 86,jafont_11.tex,C4,86,134,9,7,U+BAB0,몰,hangulfont_4.tex.png:43,exact ff7K(PC).tbl byte position
C4 87,jafont_11.tex,C4,87,135,9,8,U+BAB2,몲,hangulfont_4.tex.png:44,exact ff7K(PC).tbl byte position
C4 89,jafont_11.tex,C4,89,137,9,10,U+BAB8,몸,hangulfont_4.tex.png:45,exact ff7K(PC).tbl byte position
C4 8A,jafont_11.tex,C4,8A,138,9,11,U+BAB9,몹,hangulfont_4.tex.png:46,exact ff7K(PC).tbl byte position
C4 8B,jafont_11.tex,C4,8B,139,9,12,U+BABB,못,hangulfont_4.tex.png:47,exact ff7K(PC).tbl byte position
C4 8C,jafont_11.tex,C4,8C,140,9,13,U+BABD,몽,hangulfont_4.tex.png:48,exact ff7K(PC).tbl byte position
C4 8D,jafont_11.tex,C4,8D,141,9,14,U+BAC4,뫄,hangulfont_4.tex.png:49,exact ff7K(PC).tbl byte position
C4 8E,jafont_11.tex,C4,8E,142,9,15,U+BAC8,뫈,hangulfont_4.tex.png:4A,exact ff7K(PC).tbl byte position
C4 8F,jafont_11.tex,C4,8F,143,9,16,U+BAD8,뫘,hangulfont_4.tex.png:4B,exact ff7K(PC).tbl byte position
C4 90,jafont_11.tex,C4,90,144,10,1,U+BAD9,뫙,hangulfont_4.tex.png:4C,exact ff7K(PC).tbl byte position
C4 91,jafont_11.tex,C4,91,145,10,2,U+BAFC,뫼,hangulfont_4.tex.png:4D,exact ff7K(PC).tbl byte position
C4 92,jafont_11.tex,C4,92,146,10,3,U+BB00,묀,hangulfont_4.tex.png:4E,exact ff7K(PC).tbl byte position
C4 93,jafont_11.tex,C4,93,147,10,4,U+BB04,묄,hangulfont_4.tex.png:4F,exact ff7K(PC).tbl byte position
C4 94,jafont_11.tex,C4,94,148,10,5,U+BB0D,묍,hangulfont_4.tex.png:50,exact ff7K(PC).tbl byte position
C4 95,jafont_11.tex,C4,95,149,10,6,U+BB0F,묏,hangulfont_4.tex.png:51,exact ff7K(PC).tbl byte position
C4 96,jafont_11.tex,C4,96,150,10,7,U+BB11,묑,hangulfont_4.tex.png:52,exact ff7K(PC).tbl byte position
C4 97,jafont_11.tex,C4,97,151,10,8,U+BB18,묘,hangulfont_4.tex.png:53,exact ff7K(PC).tbl byte position
C4 98,jafont_11.tex,C4,98,152,10,9,U+BB1C,묜,hangulfont_4.tex.png:54,exact ff7K(PC).tbl byte position
C4 99,jafont_11.tex,C4,99,153,10,10,U+BB20,묠,hangulfont_4.tex.png:55,exact ff7K(PC).tbl byte position
C4 9A,jafont_11.tex,C4,9A,154,10,11,U+BB29,묩,hangulfont_4.tex.png:56,exact ff7K(PC).tbl byte position
C4 9B,jafont_11.tex,C4,9B,155,10,12,U+BB2B,묫,hangulfont_4.tex.png:57,exact ff7K(PC).tbl byte position
C4 9C,jafont_11.tex,C4,9C,156,10,13,U+BB34,무,hangulfont_4.tex.png:58,exact ff7K(PC).tbl byte position
C4 9E,jafont_11.tex,C4,9E,158,10,15,U+BB35,묵,hangulfont_4.tex.png:59,exact ff7K(PC).tbl byte position
C4 9F,jafont_11.tex,C4,9F,159,10,16,U+BB36,묶,hangulfont_4.tex.png:5A,exact ff7K(PC).tbl byte position
C4 A0,jafont_11.tex,C4,A0,160,11,1,U+BB38,문,hangulfont_4.tex.png:5B,exact ff7K(PC).tbl byte position
C4 A1,jafont_11.tex,C4,A1,161,11,2,U+BB3B,묻,hangulfont_4.tex.png:5C,exact ff7K(PC).tbl byte position
C4 A2,jafont_11.tex,C4,A2,162,11,3,U+BB3C,물,hangulfont_4.tex.png:5D,exact ff7K(PC).tbl byte position
C4 A3,jafont_11.tex,C4,A3,163,11,4,U+BB3D,묽,hangulfont_4.tex.png:5E,exact ff7K(PC).tbl byte position
C4 A4,jafont_11.tex,C4,A4,164,11,5,U+BB3E,묾,hangulfont_4.tex.png:5F,exact ff7K(PC).tbl byte position
C4 A5,jafont_11.tex,C4,A5,165,11,6,U+BB44,뭄,hangulfont_4.tex.png:60,exact ff7K(PC).tbl byte position
C4 A6,jafont_11.tex,C4,A6,166,11,7,U+BB45,뭅,hangulfont_4.tex.png:61,exact ff7K(PC).tbl byte position
C4 A7,jafont_11.tex,C4,A7,167,11,8,U+BB47,뭇,hangulfont_4.tex.png:62,exact ff7K(PC).tbl byte position
C4 A8,jafont_11.tex,C4,A8,168,11,9,U+BB49,뭉,hangulfont_4.tex.png:63,exact ff7K(PC).tbl byte position
C4 A9,jafont_11.tex,C4,A9,169,11,10,U+BB4D,뭍,hangulfont_4.tex.png:64,exact ff7K(PC).tbl byte position
C4 AA,jafont_11.tex,C4,AA,170,11,11,U+BB4F,뭏,hangulfont_4.tex.png:65,exact ff7K(PC).tbl byte position
C4 AB,jafont_11.tex,C4,AB,171,11,12,U+BB50,뭐,hangulfont_4.tex.png:66,exact ff7K(PC).tbl byte position
C4 AC,jafont_11.tex,C4,AC,172,11,13,U+BB54,뭔,hangulfont_4.tex.png:67,exact ff7K(PC).tbl byte position
C4 AD,jafont_11.tex,C4,AD,173,11,14,U+BB58,뭘,hangulfont_4.tex.png:68,exact ff7K(PC).tbl byte position
C4 AE,jafont_11.tex,C4,AE,174,11,15,U+BB61,뭡,hangulfont_4.tex.png:69,exact ff7K(PC).tbl byte position
C4 AF,jafont_11.tex,C4,AF,175,11,16,U+BB63,뭣,hangulfont_4.tex.png:6A,exact ff7K(PC).tbl byte position
C4 B0,jafont_11.tex,C4,B0,176,12,1,U+BB6C,뭬,hangulfont_4.tex.png:6B,exact ff7K(PC).tbl byte position
C4 B1,jafont_11.tex,C4,B1,177,12,2,U+BB88,뮈,hangulfont_4.tex.png:6C,exact ff7K(PC).tbl byte position
C4 B3,jafont_11.tex,C4,B3,179,12,4,U+BB8C,뮌,hangulfont_4.tex.png:6D,exact ff7K(PC).tbl byte position
C4 B4,jafont_11.tex,C4,B4,180,12,5,U+BB90,뮐,hangulfont_4.tex.png:6E,exact ff7K(PC).tbl byte position
C4 B5,jafont_11.tex,C4,B5,181,12,6,U+BBA4,뮤,hangulfont_4.tex.png:6F,exact ff7K(PC).tbl byte position
C4 B6,jafont_11.tex,C4,B6,182,12,7,U+BBA8,뮨,hangulfont_4.tex.png:70,exact ff7K(PC).tbl byte position
C4 B7,jafont_11.tex,C4,B7,183,12,8,U+BBAC,뮬,hangulfont_4.tex.png:71,exact ff7K(PC).tbl byte position
C4 B8,jafont_11.tex,C4,B8,184,12,9,U+BBB4,뮴,hangulfont_4.tex.png:72,exact ff7K(PC).tbl byte position
C4 B9,jafont_11.tex,C4,B9,185,12,10,U+BBB7,뮷,hangulfont_4.tex.png:73,exact ff7K(PC).tbl byte position
C4 BA,jafont_11.tex,C4,BA,186,12,11,U+BBC0,므,hangulfont_4.tex.png:74,exact ff7K(PC).tbl byte position
C4 BB,jafont_11.tex,C4,BB,187,12,12,U+BBC4,믄,hangulfont_4.tex.png:75,exact ff7K(PC).tbl byte position
C4 BC,jafont_11.tex,C4,BC,188,12,13,U+BBC8,믈,hangulfont_4.tex.png:76,exact ff7K(PC).tbl byte position
C4 BD,jafont_11.tex,C4,BD,189,12,14,U+BBD0,믐,hangulfont_4.tex.png:77,exact ff7K(PC).tbl byte position
C4 BE,jafont_11.tex,C4,BE,190,12,15,U+BBD3,믓,hangulfont_4.tex.png:78,exact ff7K(PC).tbl byte position
C4 BF,jafont_11.tex,C4,BF,191,12,16,U+BBF8,미,hangulfont_4.tex.png:79,exact ff7K(PC).tbl byte position
C5 00,jafont_12.tex,C5,00,0,1,1,U+BBF9,믹,hangulfont_4.tex.png:7A,exact ff7K(PC).tbl byte position
C5 01,jafont_12.tex,C5,01,1,1,2,U+BBFC,민,hangulfont_4.tex.png:7B,exact ff7K(PC).tbl byte position
C5 02,jafont_12.tex,C5,02,2,1,3,U+BBFF,믿,hangulfont_4.tex.png:7C,exact ff7K(PC).tbl byte position
C5 03,jafont_12.tex,C5,03,3,1,4,U+BC00,밀,hangulfont_4.tex.png:7D,exact ff7K(PC).tbl byte position
C5 04,jafont_12.tex,C5,04,4,1,5,U+BC02,밂,hangulfont_4.tex.png:7E,exact ff7K(PC).tbl byte position
C5 05,jafont_12.tex,C5,05,5,1,6,U+BC08,밈,hangulfont_4.tex.png:7F,exact ff7K(PC).tbl byte position
C5 06,jafont_12.tex,C5,06,6,1,7,U+BC09,밉,hangulfont_4.tex.png:80,exact ff7K(PC).tbl byte position
C5 07,jafont_12.tex,C5,07,7,1,8,U+BC0B,밋,hangulfont_4.tex.png:81,exact ff7K(PC).tbl byte position
C5 08,jafont_12.tex,C5,08,8,1,9,U+BC0C,밌,hangulfont_4.tex.png:82,exact ff7K(PC).tbl byte position
C5 09,jafont_12.tex,C5,09,9,1,10,U+BC0D,밍,hangulfont_4.tex.png:83,exact ff7K(PC).tbl byte position
C5 0B,jafont_12.tex,C5,0B,11,1,12,U+BC0F,및,hangulfont_4.tex.png:84,exact ff7K(PC).tbl byte position
C5 0C,jafont_12.tex,C5,0C,12,1,13,U+BC11,밑,hangulfont_4.tex.png:85,exact ff7K(PC).tbl byte position
C5 0D,jafont_12.tex,C5,0D,13,1,14,U+BC14,바,hangulfont_4.tex.png:86,exact ff7K(PC).tbl byte position
C5 0E,jafont_12.tex,C5,0E,14,1,15,U+BC15,박,hangulfont_4.tex.png:87,exact ff7K(PC).tbl byte position
C5 0F,jafont_12.tex,C5,0F,15,1,16,U+BC16,밖,hangulfont_4.tex.png:88,exact ff7K(PC).tbl byte position
C5 10,jafont_12.tex,C5,10,16,2,1,U+BC17,밗,hangulfont_4.tex.png:89,exact ff7K(PC).tbl byte position
C5 11,jafont_12.tex,C5,11,17,2,2,U+BC18,반,hangulfont_4.tex.png:8A,exact ff7K(PC).tbl byte position
C5 12,jafont_12.tex,C5,12,18,2,3,U+BC1B,받,hangulfont_4.tex.png:8B,exact ff7K(PC).tbl byte position
C5 13,jafont_12.tex,C5,13,19,2,4,U+BC1C,발,hangulfont_4.tex.png:8C,exact ff7K(PC).tbl byte position
C5 14,jafont_12.tex,C5,14,20,2,5,U+BC1D,밝,hangulfont_4.tex.png:8D,exact ff7K(PC).tbl byte position
C5 15,jafont_12.tex,C5,15,21,2,6,U+BC1E,밞,hangulfont_4.tex.png:8E,exact ff7K(PC).tbl byte position
C5 16,jafont_12.tex,C5,16,22,2,7,U+BC1F,밟,hangulfont_4.tex.png:8F,exact ff7K(PC).tbl byte position
C5 17,jafont_12.tex,C5,17,23,2,8,U+BC24,밤,hangulfont_4.tex.png:90,exact ff7K(PC).tbl byte position
C5 18,jafont_12.tex,C5,18,24,2,9,U+BC25,밥,hangulfont_4.tex.png:91,exact ff7K(PC).tbl byte position
C5 19,jafont_12.tex,C5,19,25,2,10,U+BC27,밧,hangulfont_4.tex.png:92,exact ff7K(PC).tbl byte position
C5 1A,jafont_12.tex,C5,1A,26,2,11,U+BC29,방,hangulfont_4.tex.png:93,exact ff7K(PC).tbl byte position
C5 1B,jafont_12.tex,C5,1B,27,2,12,U+BC2D,밭,hangulfont_4.tex.png:94,exact ff7K(PC).tbl byte position
C5 1C,jafont_12.tex,C5,1C,28,2,13,U+BC30,배,hangulfont_4.tex.png:95,exact ff7K(PC).tbl byte position
C5 1D,jafont_12.tex,C5,1D,29,2,14,U+BC31,백,hangulfont_4.tex.png:96,exact ff7K(PC).tbl byte position
C5 1E,jafont_12.tex,C5,1E,30,2,15,U+BC34,밴,hangulfont_4.tex.png:97,exact ff7K(PC).tbl byte position
C5 20,jafont_12.tex,C5,20,32,3,1,U+BC38,밸,hangulfont_4.tex.png:98,exact ff7K(PC).tbl byte position
C5 21,jafont_12.tex,C5,21,33,3,2,U+BC40,뱀,hangulfont_4.tex.png:99,exact ff7K(PC).tbl byte position
C5 22,jafont_12.tex,C5,22,34,3,3,U+BC41,뱁,hangulfont_4.tex.png:9A,exact ff7K(PC).tbl byte position
C5 23,jafont_12.tex,C5,23,35,3,4,U+BC43,뱃,hangulfont_4.tex.png:9B,exact ff7K(PC).tbl byte position
C5 24,jafont_12.tex,C5,24,36,3,5,U+BC44,뱄,hangulfont_4.tex.png:9C,exact ff7K(PC).tbl byte position
C5 25,jafont_12.tex,C5,25,37,3,6,U+BC45,뱅,hangulfont_4.tex.png:9D,exact ff7K(PC).tbl byte position
C5 26,jafont_12.tex,C5,26,38,3,7,U+BC49,뱉,hangulfont_4.tex.png:9E,exact ff7K(PC).tbl byte position
C5 27,jafont_12.tex,C5,27,39,3,8,U+BC4C,뱌,hangulfont_4.tex.png:9F,exact ff7K(PC).tbl byte position
C5 28,jafont_12.tex,C5,28,40,3,9,U+BC4D,뱍,hangulfont_4.tex.png:A0,exact ff7K(PC).tbl byte position
C5 29,jafont_12.tex,C5,29,41,3,10,U+BC50,뱐,hangulfont_4.tex.png:A1,exact ff7K(PC).tbl byte position
C5 2A,jafont_12.tex,C5,2A,42,3,11,U+BC5D,뱝,hangulfont_4.tex.png:A2,exact ff7K(PC).tbl byte position
C5 2B,jafont_12.tex,C5,2B,43,3,12,U+BC84,버,hangulfont_4.tex.png:A3,exact ff7K(PC).tbl byte position
C5 2C,jafont_12.tex,C5,2C,44,3,13,U+BC85,벅,hangulfont_4.tex.png:A4,exact ff7K(PC).tbl byte position
C5 2D,jafont_12.tex,C5,2D,45,3,14,U+BC88,번,hangulfont_4.tex.png:A5,exact ff7K(PC).tbl byte position
C5 2E,jafont_12.tex,C5,2E,46,3,15,U+BC8B,벋,hangulfont_4.tex.png:A6,exact ff7K(PC).tbl byte position
C5 2F,jafont_12.tex,C5,2F,47,3,16,U+BC8C,벌,hangulfont_4.tex.png:A7,exact ff7K(PC).tbl byte position
C5 30,jafont_12.tex,C5,30,48,4,1,U+BC8E,벎,hangulfont_4.tex.png:A8,exact ff7K(PC).tbl byte position
C5 31,jafont_12.tex,C5,31,49,4,2,U+BC94,범,hangulfont_4.tex.png:A9,exact ff7K(PC).tbl byte position
C5 32,jafont_12.tex,C5,32,50,4,3,U+BC95,법,hangulfont_4.tex.png:AA,exact ff7K(PC).tbl byte position
C5 33,jafont_12.tex,C5,33,51,4,4,U+BC97,벗,hangulfont_4.tex.png:AB,exact ff7K(PC).tbl byte position
C5 35,jafont_12.tex,C5,35,53,4,6,U+BC99,벙,hangulfont_4.tex.png:AC,exact ff7K(PC).tbl byte position
C5 36,jafont_12.tex,C5,36,54,4,7,U+BC9A,벚,hangulfont_4.tex.png:AD,exact ff7K(PC).tbl byte position
C5 37,jafont_12.tex,C5,37,55,4,8,U+BCA0,베,hangulfont_4.tex.png:AE,exact ff7K(PC).tbl byte position
C5 38,jafont_12.tex,C5,38,56,4,9,U+BCA1,벡,hangulfont_4.tex.png:AF,exact ff7K(PC).tbl byte position
C5 39,jafont_12.tex,C5,39,57,4,10,U+BCA4,벤,hangulfont_4.tex.png:B0,exact ff7K(PC).tbl byte position
C5 3A,jafont_12.tex,C5,3A,58,4,11,U+BCA7,벧,hangulfont_4.tex.png:B1,exact ff7K(PC).tbl byte position
C5 3B,jafont_12.tex,C5,3B,59,4,12,U+BCA8,벨,hangulfont_4.tex.png:B2,exact ff7K(PC).tbl byte position
C5 3C,jafont_12.tex,C5,3C,60,4,13,U+BCB0,벰,hangulfont_4.tex.png:B3,exact ff7K(PC).tbl byte position
C5 3D,jafont_12.tex,C5,3D,61,4,14,U+BCB1,벱,hangulfont_4.tex.png:B4,exact ff7K(PC).tbl byte position
C5 3E,jafont_12.tex,C5,3E,62,4,15,U+BCB3,벳,hangulfont_4.tex.png:B5,exact ff7K(PC).tbl byte position
C5 3F,jafont_12.tex,C5,3F,63,4,16,U+BCB4,벴,hangulfont_4.tex.png:B6,exact ff7K(PC).tbl byte position
C5 40,jafont_12.tex,C5,40,64,5,1,U+BCB5,벵,hangulfont_4.tex.png:B7,exact ff7K(PC).tbl byte position
C5 41,jafont_12.tex,C5,41,65,5,2,U+BCBC,벼,hangulfont_4.tex.png:B8,exact ff7K(PC).tbl byte position
C5 42,jafont_12.tex,C5,42,66,5,3,U+BCBD,벽,hangulfont_4.tex.png:B9,exact ff7K(PC).tbl byte position
C5 43,jafont_12.tex,C5,43,67,5,4,U+BCC0,변,hangulfont_4.tex.png:BA,exact ff7K(PC).tbl byte position
C5 44,jafont_12.tex,C5,44,68,5,5,U+BCC4,별,hangulfont_4.tex.png:BB,exact ff7K(PC).tbl byte position
C5 45,jafont_12.tex,C5,45,69,5,6,U+BCCD,볍,hangulfont_4.tex.png:BC,exact ff7K(PC).tbl byte position
C5 46,jafont_12.tex,C5,46,70,5,7,U+BCCF,볏,hangulfont_4.tex.png:BD,exact ff7K(PC).tbl byte position
C5 47,jafont_12.tex,C5,47,71,5,8,U+BCD0,볐,hangulfont_4.tex.png:BE,exact ff7K(PC).tbl byte position
C5 48,jafont_12.tex,C5,48,72,5,9,U+BCD1,병,hangulfont_4.tex.png:BF,exact ff7K(PC).tbl byte position
C5 4A,jafont_12.tex,C5,4A,74,5,11,U+BCD5,볕,hangulfont_4.tex.png:C0,exact ff7K(PC).tbl byte position
C5 4B,jafont_12.tex,C5,4B,75,5,12,U+BCD8,볘,hangulfont_4.tex.png:C1,exact ff7K(PC).tbl byte position
C5 4C,jafont_12.tex,C5,4C,76,5,13,U+BCDC,볜,hangulfont_4.tex.png:C2,exact ff7K(PC).tbl byte position
C5 4D,jafont_12.tex,C5,4D,77,5,14,U+BCF4,보,hangulfont_4.tex.png:C3,exact ff7K(PC).tbl byte position
